"nhs_trust22_code","total_attendances","attendances_over_4hours","total_emergency_admissions","emergency_admissions_over_4hours","pct_attendance_over_4hours","pct_emergency_admissions_over_4hours","date"
"RXG",0,0,124,0,NA,0,"July 2022"
"RTD",21110,4423,5906,364,0.21,0.06,"July 2022"
"RFR",8097,NA,3076,600,NA,0.2,"July 2022"
"RCB",19926,5512,5153,1656,0.28,0.32,"July 2022"
"RBS",5551,1331,1239,0,0.24,0,"July 2022"
"RXL",20290,4179,3419,1438,0.21,0.42,"July 2022"
"RMC",11562,4214,2634,970,0.36,0.37,"July 2022"
"RY2",3946,153,0,0,0.04,NA,"July 2022"
"RJR",7427,3331,2397,1106,0.45,0.46,"July 2022"
"RJN",4463,2042,1089,485,0.46,0.45,"July 2022"
"RXR",17722,4589,5142,1165,0.26,0.23,"July 2022"
"RXN",15851,3665,3938,1645,0.23,0.42,"July 2022"
"RBQ",0,0,150,0,NA,0,"July 2022"
"REM",26129,8715,6373,2439,0.33,0.38,"July 2022"
"REP",1255,131,130,0,0.1,0,"July 2022"
"R0A",42495,16513,9688,3646,0.39,0.38,"July 2022"
"RW4",11835,571,104,0,0.05,0,"July 2022"
"RBT",9624,4042,2943,1060,0.42,0.36,"July 2022"
"RM3",30559,11984,7683,2410,0.39,0.31,"July 2022"
"RVY",10868,2847,2060,870,0.26,0.42,"July 2022"
"RBN",15104,5419,4750,350,0.36,0.07,"July 2022"
"RWJ",9735,3799,3292,1219,0.39,0.37,"July 2022"
"RMP",10630,3786,2409,692,0.36,0.29,"July 2022"
"RBV",0,0,622,0,NA,0,"July 2022"
"RET",0,0,165,0,NA,0,"July 2022"
"RTX",12253,3366,3346,853,0.27,0.25,"July 2022"
"RWW",10347,3093,2201,1284,0.3,0.58,"July 2022"
"RY7",4858,88,0,0,0.02,NA,"July 2022"
"RBL",11361,4289,3542,912,0.38,0.26,"July 2022"
"RRF",13605,3964,2587,1153,0.29,0.45,"July 2022"
"RTK",10377,4478,3291,434,0.43,0.13,"July 2022"
"RWX",1067,6,0,0,0.01,NA,"July 2022"
"RXQ",13523,3767,5288,644,0.28,0.12,"July 2022"
"RN7",15191,4024,2970,762,0.26,0.26,"July 2022"
"RVV",23814,7599,5931,1908,0.32,0.32,"July 2022"
"RXC",13279,4530,3776,187,0.34,0.05,"July 2022"
"RDU",20464,NA,4354,1771,NA,0.41,"July 2022"
"RN5",12101,4779,4321,1115,0.39,0.26,"July 2022"
"R1F",6095,1180,1304,512,0.19,0.39,"July 2022"
"RYY",7922,45,0,0,0.01,NA,"July 2022"
"RWF",19931,3205,5934,401,0.16,0.07,"July 2022"
"RPA",16804,5077,3364,1131,0.3,0.34,"July 2022"
"RNU",3461,386,0,0,0.11,NA,"July 2022"
"RTH",14814,5596,7596,1104,0.38,0.15,"July 2022"
"RHU",13858,NA,5836,1490,NA,0.26,"July 2022"
"RPC",1479,6,620,0,0,0,"July 2022"
"RHW",14444,4162,3464,394,0.29,0.11,"July 2022"
"RA2",6579,3513,2991,599,0.53,0.2,"July 2022"
"RW1",2064,36,152,0,0.02,0,"July 2022"
"RTP",11516,3445,2844,1486,0.3,0.52,"July 2022"
"RDR",11682,527,0,0,0.05,NA,"July 2022"
"RHM",12964,4681,4485,390,0.36,0.09,"July 2022"
"RYR",30619,13352,7724,2485,0.44,0.32,"July 2022"
"RJ8",0,0,78,0,NA,0,"July 2022"
"RBD",7503,2091,1663,44,0.28,0.03,"July 2022"
"RDY",0,0,1,0,NA,0,"July 2022"
"RTQ",5247,15,3,0,0,0,"July 2022"
"RTE",12610,5535,3953,1138,0.44,0.29,"July 2022"
"RN3",10554,2692,3563,442,0.26,0.12,"July 2022"
"RVJ",8343,4089,4404,935,0.49,0.21,"July 2022"
"REF",18188,4074,3009,1169,0.22,0.39,"July 2022"
"RH8",15909,6469,5023,1214,0.41,0.24,"July 2022"
"RD1",7937,3565,3663,898,0.45,0.25,"July 2022"
"RNZ",6538,1768,1911,409,0.27,0.21,"July 2022"
"RH5",16474,3967,2954,542,0.24,0.18,"July 2022"
"RYF",2097,68,0,0,0.03,NA,"July 2022"
"RA9",9411,3907,2744,699,0.42,0.25,"July 2022"
"RA7",16751,6676,4711,1977,0.4,0.42,"July 2022"
"R0D",14347,NA,5803,975,NA,0.17,"July 2022"
"RK9",12240,NA,3294,1093,NA,0.33,"July 2022"
"RA4",5826,1283,1920,118,0.22,0.06,"July 2022"
"RC9",20401,NA,5559,95,NA,0.02,"August 2022"
"RGT",15125,NA,2379,1126,NA,0.47,"August 2022"
"RWH",14632,4785,3052,201,0.33,0.07,"August 2022"
"RDE",24415,5885,5714,795,0.24,0.14,"August 2022"
"RY4",1114,14,0,0,0.01,NA,"August 2022"
"RGP",7944,2738,2064,809,0.34,0.39,"August 2022"
"RAJ",30370,10537,9636,2293,0.35,0.24,"August 2022"
"RD8",12932,2602,2042,679,0.2,0.33,"August 2022"
"RM1",19718,5826,3757,1565,0.3,0.42,"August 2022"
"RGN",15910,7494,4432,1289,0.47,0.29,"August 2022"
"RQW",9778,4500,2261,657,0.46,0.29,"August 2022"
"RCX",7212,2950,2667,1216,0.41,0.46,"August 2022"
"RWG",14834,5199,3522,1518,0.35,0.43,"August 2022"
"RGR",7157,NA,2267,793,NA,0.35,"August 2022"
"RF4",22444,9270,4456,1526,0.41,0.34,"August 2022"
"R1H",39720,11834,6189,4016,0.3,0.65,"August 2022"
"RYX",8020,69,0,0,0.01,NA,"August 2022"
"RQM",26219,NA,2842,833,NA,0.29,"August 2022"
"RJ6",15010,4256,1337,717,0.28,0.54,"August 2022"
"RVR",12704,3099,1995,840,0.24,0.42,"August 2022"
"RJ1",16841,3707,4253,83,0.22,0.02,"August 2022"
"RQX",10064,1374,1845,138,0.14,0.07,"August 2022"
"RY9",4400,0,0,0,0,NA,"August 2022"
"RYJ",21288,NA,3751,1282,NA,0.34,"August 2022"
"RJZ",23678,9265,4137,2043,0.39,0.49,"August 2022"
"RAX",9456,2584,2407,681,0.27,0.28,"August 2022"
"RJ2",22983,6859,4462,1904,0.3,0.43,"August 2022"
"R1K",11611,5256,7495,1040,0.45,0.14,"August 2022"
"RP6",5726,46,195,0,0.01,0,"August 2022"
"RAT",2440,114,0,0,0.05,NA,"August 2022"
"RAP",13669,4689,1824,1097,0.34,0.6,"August 2022"
"RAL",22911,7648,3627,1726,0.33,0.48,"August 2022"
"RAN",0,0,23,0,NA,0,"August 2022"
"RJ7",11465,2317,3069,1035,0.2,0.34,"August 2022"
"RAS",7354,3131,1937,538,0.43,0.28,"August 2022"
"RRV",11707,3410,1859,327,0.29,0.18,"August 2022"
"RKE",8081,2175,1058,513,0.27,0.48,"August 2022"
"RQ3",4149,236,907,0,0.06,0,"August 2022"
"RFS",8353,2471,3019,765,0.3,0.25,"August 2022"
"RY8",7966,2,0,0,0,NA,"August 2022"
"RLT",7728,1868,1839,422,0.24,0.23,"August 2022"
"RNQ",8697,NA,2062,1091,NA,0.53,"August 2022"
"RY5",7918,345,0,0,0.04,NA,"August 2022"
"RNS",10405,3476,3073,1020,0.33,0.33,"August 2022"
"RX1",16811,NA,7147,1087,NA,0.15,"August 2022"
"RXK",24719,6571,3487,1356,0.27,0.39,"August 2022"
"RK5",14553,3296,3400,819,0.23,0.24,"August 2022"
"R1D",2942,4,9,0,0,0,"August 2022"
"RJC",7087,2571,2522,361,0.36,0.14,"August 2022"
"RNA",15522,3390,4422,671,0.22,0.15,"August 2022"
"RL1",0,0,22,0,NA,0,"August 2022"
"RL4",18749,3550,6171,1002,0.19,0.16,"August 2022"
"RXW",11972,5603,4267,1714,0.47,0.4,"August 2022"
"RWD",16494,6684,4667,2180,0.41,0.47,"August 2022"
"RRK",30569,14451,13576,4456,0.47,0.33,"August 2022"
"RKB",16626,5372,4641,1011,0.32,0.22,"August 2022"
"RTG",26865,9927,5674,1225,0.37,0.22,"August 2022"
"RWE",20358,8779,7420,2301,0.43,0.31,"August 2022"
"RJE",21415,7474,7320,1641,0.35,0.22,"August 2022"
"RBK",11313,2913,3410,706,0.26,0.21,"August 2022"
"RWP",17413,6224,4475,1318,0.36,0.29,"August 2022"
"RLQ",5579,2475,1785,476,0.44,0.27,"August 2022"
"RCF",6198,2510,2018,284,0.4,0.14,"August 2022"
"RFF",8324,2338,2953,249,0.28,0.08,"August 2022"
"RAE",10933,2881,3958,991,0.26,0.25,"August 2022"
"RWY",14295,3821,3910,723,0.27,0.18,"August 2022"
"RXP",19740,6043,5735,1912,0.31,0.33,"August 2022"
"RP5",16114,5093,3986,1487,0.32,0.37,"August 2022"
"RR7",9005,2292,2431,979,0.25,0.4,"August 2022"
"RCD",5453,1818,1406,399,0.33,0.28,"August 2022"
"RWA",9958,5297,4655,1281,0.53,0.28,"August 2022"
"RV9",1091,3,0,0,0,NA,"August 2022"
"RR8",26778,8526,4556,2114,0.32,0.46,"August 2022"
"RXF",21676,NA,4475,1029,NA,0.23,"August 2022"
"RNN",11161,3629,2216,1132,0.33,0.51,"August 2022"
"RVW",14017,NA,3897,471,NA,0.12,"August 2022"
"RJL",12347,5045,4218,1386,0.41,0.33,"August 2022"
"RTF",19180,1505,5848,0,0.08,0,"August 2022"
"RCU",3781,185,786,2,0.05,0,"August 2022"
"RHQ",17928,4437,5550,1105,0.25,0.2,"August 2022"
"RTR",15403,4534,4021,1186,0.29,0.29,"August 2022"
"R0B",19041,4736,5367,673,0.25,0.13,"August 2022"
"RXG",0,0,139,0,NA,0,"August 2022"
"RTD",19410,3829,5679,280,0.2,0.05,"August 2022"
"RFR",7470,NA,2995,713,NA,0.24,"August 2022"
"RCB",18505,5245,4838,1520,0.28,0.31,"August 2022"
"RBS",4201,413,1070,0,0.1,0,"August 2022"
"RXL",19631,3835,3320,1442,0.2,0.43,"August 2022"
"RMC",10489,3985,2631,998,0.38,0.38,"August 2022"
"RY2",3670,51,0,0,0.01,NA,"August 2022"
"RJR",6995,2980,2246,1089,0.43,0.48,"August 2022"
"RJN",4209,1837,998,305,0.44,0.31,"August 2022"
"RXR",17115,4591,4878,1238,0.27,0.25,"August 2022"
"RXN",15148,3705,3938,1704,0.24,0.43,"August 2022"
"RBQ",0,0,114,0,NA,0,"August 2022"
"REM",25835,8467,6713,2420,0.33,0.36,"August 2022"
"REP",1266,120,108,0,0.09,0,"August 2022"
"R0A",38246,14120,9102,3629,0.37,0.4,"August 2022"
"RW4",11254,403,107,0,0.04,0,"August 2022"
"RBT",9245,3484,3133,924,0.38,0.29,"August 2022"
"RM3",27799,11479,7438,2655,0.41,0.36,"August 2022"
"RVY",9950,2618,1855,826,0.26,0.45,"August 2022"
"RBN",14250,5363,4804,282,0.38,0.06,"August 2022"
"RWJ",8730,3366,3214,1134,0.39,0.35,"August 2022"
"RMP",9880,3297,2183,830,0.33,0.38,"August 2022"
"RBV",0,0,618,0,NA,0,"August 2022"
"RET",0,0,165,0,NA,0,"August 2022"
"RTX",11646,3387,3288,1037,0.29,0.32,"August 2022"
"RWW",9702,2707,2309,1138,0.28,0.49,"August 2022"
"RY7",4611,38,0,0,0.01,NA,"August 2022"
"RBL",10596,3859,3497,873,0.36,0.25,"August 2022"
"RRF",12519,3752,2460,1165,0.3,0.47,"August 2022"
"RTK",9992,4173,3600,201,0.42,0.06,"August 2022"
"RXQ",11060,3082,5129,618,0.28,0.12,"August 2022"
"RN7",13811,3299,2971,770,0.24,0.26,"August 2022"
"RVV",21598,7509,5833,1782,0.35,0.31,"August 2022"
"RXC",12734,4386,3506,157,0.34,0.04,"August 2022"
"RDU",19067,NA,4198,1518,NA,0.36,"August 2022"
"RN5",11491,3606,4531,775,0.31,0.17,"August 2022"
"R1F",6139,1473,1279,526,0.24,0.41,"August 2022"
"RYY",8410,13,0,0,0,NA,"August 2022"
"RWF",18834,2577,5975,523,0.14,0.09,"August 2022"
"RPA",15041,3564,3258,1113,0.24,0.34,"August 2022"
"RTH",13916,4939,7238,950,0.35,0.13,"August 2022"
"RHU",13482,NA,5465,1552,NA,0.28,"August 2022"
"RPC",1519,5,591,0,0,0,"August 2022"
"RHW",13872,3350,3627,375,0.24,0.1,"August 2022"
"RA2",6159,3013,2840,516,0.49,0.18,"August 2022"
"RW1",2177,55,168,0,0.03,0,"August 2022"
"RTP",10226,3256,2754,1478,0.32,0.54,"August 2022"
"RDR",11378,244,0,0,0.02,NA,"August 2022"
"RHM",12143,3555,4528,274,0.29,0.06,"August 2022"
"RYR",28715,12335,7325,2594,0.43,0.35,"August 2022"
"RJ8",0,0,92,0,NA,0,"August 2022"
"RBD",7684,2046,1599,76,0.27,0.05,"August 2022"
"RDY",0,0,1,0,NA,0,"August 2022"
"RTQ",5654,13,36,0,0,0,"August 2022"
"RTE",11906,5065,3560,1063,0.43,0.3,"August 2022"
"RN3",9847,2462,3374,469,0.25,0.14,"August 2022"
"RVJ",8521,3338,4523,882,0.39,0.2,"August 2022"
"REF",18862,4469,2943,1111,0.24,0.38,"August 2022"
"RH8",15084,6375,5220,1243,0.42,0.24,"August 2022"
"RD1",7551,3299,3588,830,0.44,0.23,"August 2022"
"RNZ",6175,1763,1819,434,0.29,0.24,"August 2022"
"RH5",15874,3869,2950,736,0.24,0.25,"August 2022"
"RYF",194,5,0,0,0.03,NA,"August 2022"
"RA9",9678,3961,2821,752,0.41,0.27,"August 2022"
"RA7",15500,5842,4681,1790,0.38,0.38,"August 2022"
"R0D",13580,NA,5392,1017,NA,0.19,"August 2022"
"RK9",12368,NA,3325,1280,NA,0.38,"August 2022"
"RA4",5513,1202,2012,108,0.22,0.05,"August 2022"
"RC9",20553,NA,5566,105,NA,0.02,"September 2022"
"RGT",15407,NA,3154,1205,NA,0.38,"September 2022"
"RWH",14412,4840,3041,288,0.34,0.09,"September 2022"
"RDE",24521,6125,5782,1165,0.25,0.2,"September 2022"
"RY4",1056,27,0,0,0.03,NA,"September 2022"
"RGP",7344,2220,2047,834,0.3,0.41,"September 2022"
"RAJ",30810,10991,9196,2493,0.36,0.27,"September 2022"
"RD8",12957,2554,2021,690,0.2,0.34,"September 2022"
"RM1",18670,5967,3586,1416,0.32,0.39,"September 2022"
"RGN",16747,6289,4535,1212,0.38,0.27,"September 2022"
"RQW",10317,4217,2263,760,0.41,0.34,"September 2022"
"RCX",6773,2821,2548,1147,0.42,0.45,"September 2022"
"RWG",14136,4211,3490,1190,0.3,0.34,"September 2022"
"RGR",7159,NA,2241,634,NA,0.28,"September 2022"
"RF4",24374,9915,5196,1711,0.41,0.33,"September 2022"
"R1H",40052,11849,6205,3807,0.3,0.61,"September 2022"
"RYX",8051,185,0,0,0.02,NA,"September 2022"
"RQM",27315,NA,2893,781,NA,0.27,"September 2022"
"RJ6",15744,4539,1274,702,0.29,0.55,"September 2022"
"RVR",13005,3130,1930,851,0.24,0.44,"September 2022"
"RJ1",16887,4377,4306,109,0.26,0.03,"September 2022"
"RQX",10250,1416,1875,212,0.14,0.11,"September 2022"
"RY9",4570,0,0,0,0,NA,"September 2022"
"RYJ",21112,NA,3769,1270,NA,0.34,"September 2022"
"RJZ",23697,8827,4171,2285,0.37,0.55,"September 2022"
"RAX",10079,3233,2454,686,0.32,0.28,"September 2022"
"RJ2",24788,7761,4639,2225,0.31,0.48,"September 2022"
"R1K",26998,7723,7783,1057,0.29,0.14,"September 2022"
"RP6",5408,62,185,0,0.01,0,"September 2022"
"RAT",2495,39,0,0,0.02,NA,"September 2022"
"RAP",14995,4970,2037,1105,0.33,0.54,"September 2022"
"RAL",24447,8688,3758,1831,0.36,0.49,"September 2022"
"RAN",0,0,31,0,NA,0,"September 2022"
"RJ7",11974,2509,3188,789,0.21,0.25,"September 2022"
"RAS",7790,3304,2010,577,0.42,0.29,"September 2022"
"RRV",12282,4446,1622,525,0.36,0.32,"September 2022"
"RKE",8383,2419,1012,462,0.29,0.46,"September 2022"
"RQ3",4805,755,1107,0,0.16,0,"September 2022"
"RFS",8191,2204,3137,673,0.27,0.21,"September 2022"
"RY8",7602,3,0,0,0,NA,"September 2022"
"RLT",7294,1616,1795,265,0.22,0.15,"September 2022"
"RNQ",8589,NA,2032,1086,NA,0.53,"September 2022"
"RY5",7158,181,0,0,0.03,NA,"September 2022"
"RNS",10483,3420,3114,919,0.33,0.3,"September 2022"
"RX1",16668,NA,7189,1446,NA,0.2,"September 2022"
"RXK",24420,6564,3566,1650,0.27,0.46,"September 2022"
"RK5",14258,3511,3438,1035,0.25,0.3,"September 2022"
"R1D",2662,0,10,0,0,0,"September 2022"
"RJC",7192,2501,2486,348,0.35,0.14,"September 2022"
"RNA",14731,3310,4472,768,0.22,0.17,"September 2022"
"RL1",0,0,23,0,NA,0,"September 2022"
"RL4",18225,3808,6242,1004,0.21,0.16,"September 2022"
"RXW",12105,5914,4343,1712,0.49,0.39,"September 2022"
"RWD",16885,6764,4658,2052,0.4,0.44,"September 2022"
"RRK",30532,14652,13689,4515,0.48,0.33,"September 2022"
"RKB",18242,5485,4772,933,0.3,0.2,"September 2022"
"RTG",26544,9930,5614,1368,0.37,0.24,"September 2022"
"RWE",21007,9528,8182,2237,0.45,0.27,"September 2022"
"RJE",20946,7080,7231,1645,0.34,0.23,"September 2022"
"RBK",10785,2722,3417,887,0.25,0.26,"September 2022"
"RWP",17246,6031,4622,1305,0.35,0.28,"September 2022"
"RLQ",5542,2466,1751,447,0.44,0.26,"September 2022"
"RCF",5931,2210,2063,253,0.37,0.12,"September 2022"
"RFF",8269,2835,2853,440,0.34,0.15,"September 2022"
"RAE",11245,2832,4162,852,0.25,0.2,"September 2022"
"RWY",13887,3410,3769,671,0.25,0.18,"September 2022"
"RXP",19172,5721,5681,1909,0.3,0.34,"September 2022"
"RP5",15648,4791,4094,1560,0.31,0.38,"September 2022"
"RR7",9011,2484,2379,1038,0.28,0.44,"September 2022"
"RCD",5397,1949,1459,311,0.36,0.21,"September 2022"
"RWA",9878,5506,4674,1252,0.56,0.27,"September 2022"
"RV9",855,2,0,0,0,NA,"September 2022"
"RR8",26750,8211,4383,1879,0.31,0.43,"September 2022"
"RXF",21193,NA,4545,1446,NA,0.32,"September 2022"
"RNN",10697,3490,2880,1163,0.33,0.4,"September 2022"
"RVW",13466,NA,3994,323,NA,0.08,"September 2022"
"RJL",12345,4670,4206,1479,0.38,0.35,"September 2022"
"RTF",18760,1873,6037,0,0.1,0,"September 2022"
"RCU",4740,385,990,0,0.08,0,"September 2022"
"RHQ",17633,4132,5647,1072,0.23,0.19,"September 2022"
"RTR",14867,4522,3841,1197,0.3,0.31,"September 2022"
"R0B",18516,4354,5426,482,0.24,0.09,"September 2022"
"RXG",0,0,113,0,NA,0,"September 2022"
"RTD",19801,4394,5701,422,0.22,0.07,"September 2022"
"RFR",7311,NA,2944,841,NA,0.29,"September 2022"
"RCB",17642,5331,5036,1628,0.3,0.32,"September 2022"
"RBS",4983,814,1174,0,0.16,0,"September 2022"
"RXL",18484,3815,3557,1388,0.21,0.39,"September 2022"
"RMC",10632,4144,2631,902,0.39,0.34,"September 2022"
"RY2",3441,125,0,0,0.04,NA,"September 2022"
"RJR",6758,2797,2262,1310,0.41,0.58,"September 2022"
"RJN",4073,2044,930,585,0.5,0.63,"September 2022"
"RXR",16663,4374,4935,1266,0.26,0.26,"September 2022"
"RXN",14984,3641,4069,1498,0.24,0.37,"September 2022"
"RBQ",0,0,102,0,NA,0,"September 2022"
"REM",25882,9129,6659,2616,0.35,0.39,"September 2022"
"REP",1310,126,123,0,0.1,0,"September 2022"
"R0A",39002,18377,9165,2964,0.47,0.32,"September 2022"
"RW4",11343,245,81,0,0.02,0,"September 2022"
"RBT",9129,3599,2824,1099,0.39,0.39,"September 2022"
"RM3",28747,11702,7414,2507,0.41,0.34,"September 2022"
"RVY",9840,2702,2018,840,0.27,0.42,"September 2022"
"RBN",13933,5282,5186,307,0.38,0.06,"September 2022"
"RWJ",8906,3524,3235,1187,0.4,0.37,"September 2022"
"RMP",9818,3365,2226,752,0.34,0.34,"September 2022"
"RBV",0,0,595,0,NA,0,"September 2022"
"RET",0,0,178,0,NA,0,"September 2022"
"RTX",10982,3586,3205,1155,0.33,0.36,"September 2022"
"RWW",9662,2830,2335,1143,0.29,0.49,"September 2022"
"RY7",4304,12,0,0,0,NA,"September 2022"
"RBL",10134,3402,3505,616,0.34,0.18,"September 2022"
"RRF",12141,3913,2616,1172,0.32,0.45,"September 2022"
"RTK",10085,4157,3565,371,0.41,0.1,"September 2022"
"RWX",1139,6,33,0,0.01,0,"September 2022"
"RXQ",11288,3421,5166,634,0.3,0.12,"September 2022"
"RN7",13713,3324,2856,641,0.24,0.22,"September 2022"
"RVV",22047,7037,5471,1760,0.32,0.32,"September 2022"
"RXC",12139,4037,3667,175,0.33,0.05,"September 2022"
"RDU",19420,NA,4418,1465,NA,0.33,"September 2022"
"RN5",11495,3726,4683,826,0.32,0.18,"September 2022"
"R1F",5468,1466,1258,506,0.27,0.4,"September 2022"
"RYY",7589,24,0,0,0,NA,"September 2022"
"RWF",18832,2938,5961,861,0.16,0.14,"September 2022"
"RPA",14419,4514,3328,1030,0.31,0.31,"September 2022"
"RTH",14171,5534,7256,959,0.39,0.13,"September 2022"
"RHU",13290,NA,5639,1709,NA,0.3,"September 2022"
"RPC",1474,2,557,0,0,0,"September 2022"
"RHW",14182,4306,3577,489,0.3,0.14,"September 2022"
"RA2",6723,3138,2965,618,0.47,0.21,"September 2022"
"RW1",2134,66,149,0,0.03,0,"September 2022"
"RTP",10130,4731,2954,878,0.47,0.3,"September 2022"
"RDR",10948,275,0,0,0.03,NA,"September 2022"
"RHM",12011,4055,4341,493,0.34,0.11,"September 2022"
"RYR",28446,11892,7167,2442,0.42,0.34,"September 2022"
"RJ8",0,0,92,0,NA,0,"September 2022"
"RBD",7044,2077,1650,209,0.29,0.13,"September 2022"
"RDY",0,0,3,0,NA,0,"September 2022"
"RTQ",5358,21,8,0,0,0,"September 2022"
"RTE",11868,4975,3345,976,0.42,0.29,"September 2022"
"RN3",10213,2670,3493,484,0.26,0.14,"September 2022"
"RVJ",8414,3666,4565,1022,0.44,0.22,"September 2022"
"REF",15844,3762,2845,1153,0.24,0.41,"September 2022"
"RH8",14170,6157,5243,1120,0.43,0.21,"September 2022"
"RD1",7738,3482,3563,943,0.45,0.26,"September 2022"
"RNZ",6191,1924,1832,451,0.31,0.25,"September 2022"
"RH5",15236,3693,2992,550,0.24,0.18,"September 2022"
"RYF",270,12,0,0,0.04,NA,"September 2022"
"RA9",8645,3439,2661,714,0.4,0.27,"September 2022"
"RA7",15765,5989,4997,1660,0.38,0.33,"September 2022"
"R0D",12722,NA,5507,1065,NA,0.19,"September 2022"
"RK9",11759,NA,3030,1248,NA,0.41,"September 2022"
"RA4",5677,1580,2038,138,0.28,0.07,"September 2022"
"RC9",22778,NA,5940,114,NA,0.02,"October 2022"
"RGT",16435,NA,3009,1374,NA,0.46,"October 2022"
"RWH",15663,5580,3019,404,0.36,0.13,"October 2022"
"RDE",25866,8429,5922,2167,0.33,0.37,"October 2022"
"RY4",1122,46,0,0,0.04,NA,"October 2022"
"RGP",7693,2467,1964,839,0.32,0.43,"October 2022"
"RAJ",32799,12385,9364,2975,0.38,0.32,"October 2022"
"RD8",14302,2962,2254,832,0.21,0.37,"October 2022"
"RM1",20352,6131,3836,1543,0.3,0.4,"October 2022"
"RGN",17217,7344,4782,1301,0.43,0.27,"October 2022"
"RQW",10838,5140,2438,910,0.47,0.37,"October 2022"
"RCX",7110,2976,2514,1186,0.42,0.47,"October 2022"
"RWG",15541,5509,3621,1324,0.35,0.37,"October 2022"
"RGR",7840,NA,2599,913,NA,0.35,"October 2022"
"RF4",26510,11179,5102,1705,0.42,0.33,"October 2022"
"R1H",44429,15559,6271,4361,0.35,0.7,"October 2022"
"RYX",8991,368,0,0,0.04,NA,"October 2022"
"RQM",30967,NA,3074,1130,NA,0.37,"October 2022"
"RJ6",16844,4906,1314,828,0.29,0.63,"October 2022"
"RVR",14018,3595,2137,1027,0.26,0.48,"October 2022"
"RJ1",18477,4631,4594,120,0.25,0.03,"October 2022"
"RQX",10966,2510,1905,260,0.23,0.14,"October 2022"
"RY9",5179,0,0,0,0,NA,"October 2022"
"RYJ",22764,NA,3982,1643,NA,0.41,"October 2022"
"RJZ",25033,9951,4185,2531,0.4,0.6,"October 2022"
"RAX",10779,3637,2676,762,0.34,0.28,"October 2022"
"RJ2",27160,8913,4794,2333,0.33,0.49,"October 2022"
"R1K",30180,10034,7652,1542,0.33,0.2,"October 2022"
"RP6",5622,23,175,0,0,0,"October 2022"
"RAT",2302,62,0,0,0.03,NA,"October 2022"
"RAP",17508,6335,2159,1180,0.36,0.55,"October 2022"
"RAL",26699,9887,3717,2194,0.37,0.59,"October 2022"
"RAN",0,0,21,0,NA,0,"October 2022"
"RJ7",12812,2824,3295,1217,0.22,0.37,"October 2022"
"RAS",14020,4847,1979,728,0.35,0.37,"October 2022"
"RRV",13642,5055,1728,499,0.37,0.29,"October 2022"
"RKE",9392,3140,1020,633,0.33,0.62,"October 2022"
"RQ3",5999,148,2175,0,0.02,0,"October 2022"
"RFS",8557,3241,3173,1051,0.38,0.33,"October 2022"
"RY8",8122,2,0,0,0,NA,"October 2022"
"RLT",8319,1833,1925,473,0.22,0.25,"October 2022"
"RNQ",8998,NA,2106,1268,NA,0.6,"October 2022"
"RY5",7315,166,0,0,0.02,NA,"October 2022"
"RNS",14198,3955,3583,989,0.28,0.28,"October 2022"
"RX1",17910,NA,6999,1519,NA,0.22,"October 2022"
"RXK",28414,7778,3793,1812,0.27,0.48,"October 2022"
"RK5",14751,3432,3555,701,0.23,0.2,"October 2022"
"R1D",2717,8,5,0,0,0,"October 2022"
"RJC",7604,2951,2548,348,0.39,0.14,"October 2022"
"RNA",16278,3757,4881,802,0.23,0.16,"October 2022"
"RL1",0,0,30,0,NA,0,"October 2022"
"RL4",20708,4195,6715,1128,0.2,0.17,"October 2022"
"RXW",12869,6496,4473,1703,0.5,0.38,"October 2022"
"RWD",17762,7148,4813,2132,0.4,0.44,"October 2022"
"RRK",33018,15828,14553,5011,0.48,0.34,"October 2022"
"RKB",20814,6311,5071,976,0.3,0.19,"October 2022"
"RTG",28730,11176,5882,1805,0.39,0.31,"October 2022"
"RWE",22703,10700,8164,2649,0.47,0.32,"October 2022"
"RJE",22485,8055,7344,1885,0.36,0.26,"October 2022"
"RBK",12211,3571,3621,1228,0.29,0.34,"October 2022"
"RWP",17697,6154,4664,1512,0.35,0.32,"October 2022"
"RLQ",5917,2767,1941,488,0.47,0.25,"October 2022"
"RCF",6178,2670,2114,322,0.43,0.15,"October 2022"
"RFF",8824,3151,3018,486,0.36,0.16,"October 2022"
"RAE",12240,3336,4371,1015,0.27,0.23,"October 2022"
"RWY",15026,4742,3967,1017,0.32,0.26,"October 2022"
"RXP",20516,7293,4510,909,0.36,0.2,"October 2022"
"RP5",16223,5192,4432,1710,0.32,0.39,"October 2022"
"RR7",9488,2912,2521,1122,0.31,0.45,"October 2022"
"RCD",5372,1708,1560,449,0.32,0.29,"October 2022"
"RWA",10093,5561,5050,1330,0.55,0.26,"October 2022"
"RV9",889,5,0,0,0.01,NA,"October 2022"
"RR8",29080,8812,4471,2109,0.3,0.47,"October 2022"
"RXF",22934,NA,4633,2073,NA,0.45,"October 2022"
"RNN",11113,4018,3054,1317,0.36,0.43,"October 2022"
"RVW",15281,NA,4256,411,NA,0.1,"October 2022"
"RJL",12903,5004,4649,1486,0.39,0.32,"October 2022"
"RTF",20153,1979,6512,0,0.1,0,"October 2022"
"RCU",5528,452,1091,0,0.08,0,"October 2022"
"RHQ",19922,5060,5672,1356,0.25,0.24,"October 2022"
"RTR",15671,5409,4176,1318,0.35,0.32,"October 2022"
"R0B",20301,6074,5657,940,0.3,0.17,"October 2022"
